majority,congress,session,rollcall-num,legis-num,vote-question,vote-result,vote-desc,r-y,r-no,r-p,r-nv,d-y,d-no,d-p,d-nv,ind-y,ind-n,i-p,i-nv,
R,114,2nd,235,H R 5077,On Motion to Suspend the Rules and Pass, as Amended,Passed,Intelligence Authorization Act for Fiscal Year 2017,222,11,0,12,149,24,1,14,0,0,0,0,
R,114,2nd,236,H R 897,On Motion to Recommit with Instructions,Failed,Zika Vector Control Act,3,231,0,11,179,1,0,8,0,0,0,0,
R,114,2nd,237,H R 897,On Passage,Passed,Zika Vector Control Act,235,0,0,10,23,156,0,9,0,0,0,0,
R,114,2nd,238,H R 2576,On Concurring in the Senate Amendment with an Amendment,Passed,Frank R. Lautenberg Chemical Safety for the 21st Century Act,232,3,0,10,171,9,0,8,0,0,0,0,
R,114,2nd,239,H RES 744,On Ordering the Previous Question,Passed,Providing for consideration of S. 2012, the Energy Policy Modernization Act of 2016; and providing for consideration of H.R. 5233, Clarifying Congressional Intent in Providing for DC Home Rule Act of 2016,237,0,0,8,2,176,0,10,0,0,0,0,
R,114,2nd,24,H R 1927,On Agreeing to the Amendment,Failed,None,4,218,0,23,159,3,0,26,0,0,0,0,
R,114,2nd,240,H RES 744,On Agreeing to the Resolution,Passed,Providing for consideration of S. 2012, the Energy Policy Modernization Act of 2016; and providing for consideration of H.R. 5233, Clarifying Congressional Intent in Providing for DC Home Rule Act of 2016,240,0,0,5,2,171,0,15,0,0,0,0,
R,114,2nd,241,H R 5055,On Agreeing to the Amendment,Failed,None,79,161,0,5,64,114,0,10,0,0,0,0,
R,114,2nd,242,H R 5055,On Agreeing to the Amendment,Failed,None,0,240,0,5,169,7,0,12,0,0,0,0,
R,114,2nd,243,H R 5055,On Agreeing to the Amendment,Failed,None,182,59,0,4,0,177,0,11,0,0,0,0,
R,114,2nd,244,H R 5055,On Agreeing to the Amendment,Failed,None,80,161,0,4,0,178,0,10,0,0,0,0,
R,114,2nd,245,H R 5055,On Agreeing to the Amendment,Failed,None,12,228,0,5,155,23,0,10,0,0,0,0,
R,114,2nd,246,H R 5055,On Agreeing to the Amendment,Failed,None,47,194,0,4,97,81,0,10,0,0,0,0,
R,114,2nd,247,H R 5233,On Motion to Recommit with Instructions,Failed,Clarifying Congressional Intent in Providing for DC Home Rule Act of 2016,0,239,0,6,179,0,0,9,0,0,0,0,
R,114,2nd,248,H R 5233,On Passage,Passed,Clarifying Congressional Intent in Providing for DC Home Rule Act of 2016,238,0,0,7,2,179,0,7,0,0,0,0,
R,114,2nd,249,S 2012,On Motion to Commit with Instructions,Failed,Energy Policy Modernization Act of 2016,0,238,0,7,178,1,0,9,0,0,0,0,
R,114,2nd,25,H R 1927,On Agreeing to the Amendment,Failed,None,0,228,0,17,163,4,0,21,0,0,0,0,
R,114,2nd,250,S 2012,On Passage,Passed,Energy Policy Modernization Act of 2016,233,6,0,6,8,172,0,8,0,0,0,0,
R,114,2nd,251,H R 5055,On Agreeing to the Amendment,Failed,None,158,80,0,7,0,180,0,8,0,0,0,0,
R,114,2nd,252,H R 5055,On Agreeing to the Amendment,Failed,None,1,237,0,7,173,8,0,7,0,0,0,0,
R,114,2nd,253,H R 5055,On Agreeing to the Amendment,Failed,None,9,228,0,8,180,0,0,8,0,0,0,0,
R,114,2nd,254,H R 5055,On Agreeing to the Amendment,Failed,None,0,238,0,7,126,55,0,7,0,0,0,0,
R,114,2nd,255,H R 5055,On Agreeing to the Amendment,Agreed to,None,227,11,0,7,0,181,0,7,0,0,0,0,
R,114,2nd,256,H R 5055,On Agreeing to the Amendment,Agreed to,None,230,7,0,8,0,181,0,7,0,0,0,0,
R,114,2nd,257,H R 5055,On Agreeing to the Amendment,Failed,None,103,135,0,7,103,78,0,7,0,0,0,0,
R,114,2nd,258,H R 5055,On agreeing to the amendment, as amended,Agreed to,None,43,195,0,7,180,0,0,8,0,0,0,0,
R,114,2nd,259,H R 5055,On Agreeing to the Amendment,Agreed to,None,231,7,0,7,2,179,0,7,0,0,0,0,
R,114,2nd,26,H R 1927,On Agreeing to the Amendment,Failed,None,2,227,0,16,170,2,0,16,0,0,0,0,
R,114,2nd,260,H R 5055,On Agreeing to the Amendment,Failed,None,156,80,0,9,2,178,0,8,0,0,0,0,
R,114,2nd,261,H R 5055,On Agreeing to the Amendment,Failed,None,116,122,0,7,3,178,0,7,0,0,0,0,
R,114,2nd,262,H R 5055,On Agreeing to the Amendment,Failed,None,127,111,0,7,1,180,0,7,0,0,0,0,
R,114,2nd,263,H R 5055,On Agreeing to the Amendment,Agreed to,None,237,1,0,7,14,167,0,7,0,0,0,0,
R,114,2nd,264,S 2012,On Motion to Instruct Conferees,Failed,Energy Policy Modernization Act of 2016,25,211,0,9,180,1,0,7,0,0,0,0,
R,114,2nd,265,H R 5055,On Motion to Recommit with Instructions,Failed,Energy and Water Appropriations FY 2017,0,235,0,10,178,1,0,9,0,0,0,0,
R,114,2nd,266,H R 5055,On Passage,Failed,Energy and Water Appropriations FY 2017,106,130,0,9,6,175,0,7,0,0,0,0,
R,114,2nd,267,H RES 751,On Ordering the Previous Question,Passed,Relating to consideration of the Senate amendment to the bill (H.R. 2577) making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, and for other purposes,236,0,0,9,0,180,0,8,0,0,0,0,
R,114,2nd,268,H RES 751,On Agreeing to the Resolution,Passed,Relating to consideration of the Senate amendment to the bill (H.R. 2577) making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, and for other purposes,232,2,0,11,1,178,0,9,0,0,0,0,
R,114,2nd,269,H CON RES 129,On Motion to Suspend the Rules and Agree, as Amended,Passed,Expressing support for the goal of ensuring that all Holocaust victims live with dignity, comfort, and security in their remaining years, and urging the Federal Republic of Germany to reaffirm its commitment to through a financial commitment to address the unique health and welfare needs of vulnerable Holocaust victims,222,0,0,23,141,0,0,47,0,0,0,0,
R,114,2nd,27,H R 1927,On Agreeing to the Amendment,Failed,None,6,223,0,16,171,1,0,16,0,0,0,0,
R,114,2nd,270,H R 4906,On Motion to Suspend the Rules and Pass,Passed,To amend title 5, United States Code, to clarify the eligibility of employees of a land management agency in a time-limited appointment to compete for a permanent appointment at any Federal agency, and for other purposes,222,0,0,23,141,0,0,47,0,0,0,0,
R,114,2nd,271,H R 4904,On Motion to Suspend the Rules and Pass,Passed,Making Electronic Government Accountable By Yielding Tangible Efficiencies Act of 2016,224,0,0,21,142,0,0,46,0,0,0,0,
R,114,2nd,272,H R 1815,On Motion to Suspend the Rules and Pass, as Amended,Passed,Eastern Nevada Land Implementation Improvement Act,217,7,0,21,143,0,0,45,0,0,0,0,
R,114,2nd,273,H RES 767,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 4775, the Ozone Standards Implementation Act of 2016; providing for consideration of H. Con. Res. 89, expressing the sense of Congress that a carbon tax would be detrimental to the United States economy; and providing for consideration of H. Con. Res. 112,230,0,0,15,0,163,0,25,0,0,0,0,
R,114,2nd,274,H RES 767,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 4775, the Ozone Standards Implementation Act of 2016; providing for consideration of H. Con. Res. 89, expressing the sense of Congress that a carbon tax would be detrimental to the United States economy; and providing for consideration of H. Con. Res. 112,234,0,0,11,1,163,0,24,0,0,0,0,
R,114,2nd,275,H R 3826,On Motion to Suspend the Rules and Pass, as Amended,Passed,Mount Hood Cooper Spur Land Exchange Clarification Act,234,2,0,9,167,0,0,21,0,0,0,0,
R,114,2nd,276,H R 4775,On Agreeing to the Amendment,Agreed to,None,234,0,0,11,2,170,0,16,0,0,0,0,
R,114,2nd,277,H R 4775,On Agreeing to the Amendment,Failed,None,2,229,0,14,169,6,0,13,0,0,0,0,
R,114,2nd,278,H R 4775,On Agreeing to the Amendment,Failed,None,2,234,0,9,167,8,0,13,0,0,0,0,
R,114,2nd,279,H R 4775,On Agreeing to the Amendment,Failed,None,0,237,0,8,160,14,0,14,0,0,0,0,
R,114,2nd,28,H R 1927,On Agreeing to the Amendment,Failed,None,7,220,0,18,170,3,0,15,0,0,0,0,
R,114,2nd,280,H R 4775,On Agreeing to the Amendment,Failed,None,1,234,0,10,170,5,0,13,0,0,0,0,
R,114,2nd,281,H R 4775,On Motion to Recommit with Instructions,Failed,Ozone Standards Implementation Act of 2016,2,235,0,8,171,4,0,13,0,0,0,0,
R,114,2nd,282,H R 4775,On Passage,Passed,Ozone Standards Implementation Act of 2016,227,10,0,8,7,167,0,14,0,0,0,0,
R,114,2nd,283,H RES 771,On Consideration of the Resolution,Passed,Providing for consideration of the bill (H.R. 5325) making appropriations for the Legislative Branch for the fiscal year ending in September 30, 2017, and for other purposes,231,1,0,13,0,169,0,19,0,0,0,0,
R,114,2nd,284,H RES 770,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 5278) to establish an Oversight Board to assist the Government of Puerto Rico, including instrumentalities, in managing its public finances, and for other purposes,238,1,0,6,3,177,0,8,0,0,0,0,
R,114,2nd,285,H RES 771,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 5325) making appropriations for the Legislative Branch for the fiscal year ending in September 30, 2017, and for other purposes,240,0,0,6,1,181,0,6,0,0,0,0,
R,114,2nd,286,H RES 771,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 5325) making appropriations for the Legislative Branch for the fiscal year ending in September 30, 2017, and for other purposes,236,3,0,7,1,179,0,8,0,0,0,0,
R,114,2nd,287,H R 5278,On Agreeing to the Amendment,Failed,None,15,225,0,6,181,0,0,7,0,0,0,0,
R,114,2nd,288,H R 5278,On Passage,Passed,Puerto Rico Oversight, Management, and Economic Stability Act (PROMESA),139,103,0,5,158,24,0,6,0,0,0,0,
R,114,2nd,289,H R 5325,On Agreeing to the Amendment,Failed,None,0,232,0,14,157,9,0,22,0,0,0,0,
R,114,2nd,29,H R 1927,On Agreeing to the Amendment,Failed,None,6,221,1,17,171,2,0,15,0,0,0,0,
R,114,2nd,290,H R 5325,On Agreeing to the Amendment,Failed,None,161,73,0,12,4,164,0,20,0,0,0,0,
R,114,2nd,291,H R 5325,On Agreeing to the Amendment,Failed,None,15,219,0,12,164,4,0,20,0,0,0,0,
R,114,2nd,292,H R 5325,On Agreeing to the Amendment,Failed,None,134,102,0,10,3,168,0,17,0,0,0,0,
R,114,2nd,293,H R 5325,On Motion to Recommit with Instructions,Failed,Making appropriations for the Legislative Branch for the fiscal year ending September 30, 2017, and for other purposes,0,237,0,9,170,0,0,18,0,0,0,0,
R,114,2nd,294,H R 5325,On Passage,Passed,Making appropriations for the Legislative Branch for the fiscal year ending September 30, 2017, and for other purposes,223,14,0,9,10,161,0,17,0,0,0,0,
R,114,2nd,295,H CON RES 89,On Agreeing to the Resolution,Passed,Expressing the sense of Congress that a carbon tax would be detrimental to the United States economy,231,0,1,14,6,163,1,18,0,0,0,0,
R,114,2nd,297,H R 4939,On Motion to Suspend the Rules and Pass, as Amended,Passed,United States-Caribbean Strategic Engagement Act of 2016,215,6,0,25,171,0,0,17,0,0,0,0,
R,114,2nd,298,H R 5312,On Motion to Suspend the Rules and Pass, as Amended,Passed,Networking and Information Technology Research and Development Modernization Act,215,6,0,25,170,1,0,17,0,0,0,0,
R,114,2nd,299,H RES 778,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 5053) Preventing IRS Abuse and Protecting Free Speech Act; and providing for consideration of the bill (H.R. 5293) making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes,235,0,0,11,1,171,0,16,0,0,0,0,
R,114,2nd,3,H RES 579,On Agreeing to the Resolution,Passed,Providing for consideration of the Senate amendment to the bill (H.R. 3762) to provide for reconciliation pursuant to section 2002 of the concurrent resolution on the budget for fiscal year 2016,237,0,0,8,0,177,0,11,0,0,0,0,
R,114,2nd,30,H R 1927,On Agreeing to the Amendment,Failed,None,2,227,0,16,172,1,0,15,0,0,0,0,
R,114,2nd,300,H RES 778,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 5053) Preventing IRS Abuse and Protecting Free Speech Act; and providing for consideration of the bill (H.R. 5293) making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes,239,1,0,6,0,178,0,10,0,0,0,0,
R,114,2nd,301,H R 5049,On Motion to Suspend the Rules and Pass, as Amended,Passed,NSF Major Research Facility Reform Act of 2016,232,9,0,5,180,0,0,8,0,0,0,0,
R,114,2nd,302,H R 5053,On Motion to Recommit with Instructions,Failed,Preventing IRS Abuse and Protecting Free Speech Act,4,236,0,6,176,2,0,10,0,0,0,0,
R,114,2nd,303,H R 5053,On Passage,Passed,Preventing IRS Abuse and Protecting Free Speech Act,239,1,0,6,1,181,0,6,0,0,0,0,
R,114,2nd,304,H RES 783,On Ordering the Previous Question,Passed,Providing for further consideration of the bill (H.R. 5293) making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes,238,0,0,8,1,183,0,4,0,0,0,0,
R,114,2nd,305,H RES 783,On Agreeing to the Resolution,Passed,Providing for further consideration of the bill (H.R. 5293) making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes,240,1,0,5,0,184,0,4,0,0,0,0,
R,114,2nd,306,H R 5293,On Agreeing to the Amendment,Failed,None,151,89,0,6,54,127,0,7,0,0,0,0,
R,114,2nd,307,H R 5293,On Agreeing to the Amendment,Failed,None,0,239,0,7,172,9,0,7,0,0,0,0,
R,114,2nd,308,H R 5293,On Agreeing to the Amendment,Failed,None,134,106,0,6,43,137,0,8,0,0,0,0,
R,114,2nd,309,H R 5293,On Agreeing to the Amendment,Failed,None,5,235,0,6,154,26,0,8,0,0,0,0,
R,114,2nd,31,H R 1927,On Agreeing to the Amendment,Failed,None,7,221,0,17,172,1,0,15,0,0,0,0,
R,114,2nd,310,H R 5293,On Agreeing to the Amendment,Failed,None,30,210,0,6,127,53,0,8,0,0,0,0,
R,114,2nd,311,H R 5293,On Agreeing to the Amendment,Agreed to,None,102,138,0,6,166,15,0,7,0,0,0,0,
R,114,2nd,312,H R 5293,On Agreeing to the Amendment,Failed,None,147,93,0,6,44,137,0,7,0,0,0,0,
R,114,2nd,313,H R 5293,On Agreeing to the Amendment,Failed,None,119,120,0,7,36,145,0,7,0,0,0,0,
R,114,2nd,314,H R 5293,On Agreeing to the Amendment,Agreed to,None,216,24,0,6,0,181,0,7,0,0,0,0,
R,114,2nd,315,H R 5293,On Agreeing to the Amendment,Agreed to,None,220,20,0,6,3,178,0,7,0,0,0,0,
R,114,2nd,316,H R 5293,On Agreeing to the Amendment,Agreed to,None,220,20,0,6,1,180,0,7,0,0,0,0,
R,114,2nd,317,H R 5293,On Agreeing to the Amendment,Failed,None,210,30,0,6,0,181,0,7,0,0,0,0,
R,114,2nd,318,H R 5293,On Agreeing to the Amendment,Failed,None,207,33,0,6,0,181,0,7,0,0,0,0,
R,114,2nd,319,H R 5293,On Agreeing to the Amendment,Agreed to,None,235,4,0,7,10,171,0,7,0,0,0,0,
R,114,2nd,32,H R 1927,On Motion to Recommit with Instructions,Failed,To amend title 28, United States Code, to improve fairness in class action litigation,1,227,0,17,172,0,0,16,0,0,0,0,
R,114,2nd,320,H R 5293,On Agreeing to the Amendment,Failed,None,26,214,0,6,22,158,0,8,0,0,0,0,
R,114,2nd,321,H R 5293,On Agreeing to the Amendment,Failed,None,72,168,0,6,126,54,0,8,0,0,0,0,
R,114,2nd,322,H R 5293,On Agreeing to the Amendment,Agreed to,None,221,19,0,6,0,178,0,10,0,0,0,0,
R,114,2nd,323,H R 5293,On Agreeing to the Amendment,Failed,None,30,208,0,8,82,98,0,8,0,0,0,0,
R,114,2nd,324,H R 5293,On Agreeing to the Amendment,Agreed to,None,219,21,0,6,7,173,0,8,0,0,0,0,
R,114,2nd,325,H R 5293,On Agreeing to the Amendment,Failed,None,75,165,0,6,9,171,0,8,0,0,0,0,
R,114,2nd,326,H R 5293,On Agreeing to the Amendment,Agreed to,None,165,74,0,7,53,127,0,8,0,0,0,0,
R,114,2nd,327,H R 5293,On Agreeing to the Amendment,Failed,None,40,200,0,6,164,16,0,8,0,0,0,0,
R,114,2nd,328,H R 5293,On Agreeing to the Amendment,Failed,None,56,183,0,7,79,100,0,9,0,0,0,0,
R,114,2nd,329,H R 5293,On Agreeing to the Amendment,Failed,None,17,223,0,6,118,62,0,8,0,0,0,0,
R,114,2nd,33,H R 1927,On Passage,Passed,To amend title 28, United States Code, to improve fairness in class action litigation,211,16,1,17,0,172,0,16,0,0,0,0,
R,114,2nd,330,H R 5293,On Agreeing to the Amendment,Failed,None,17,223,0,6,129,51,0,8,0,0,0,0,
R,114,2nd,331,H R 5293,On Agreeing to the Amendment,Failed,None,15,225,0,6,54,126,0,8,0,0,0,0,
R,114,2nd,332,H R 5293,On Passage,Passed,Making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes,234,6,0,6,48,132,0,8,0,0,0,0,
R,114,2nd,333,H R 5471,On Motion to Suspend the Rules and Pass,Passed,Countering Terrorist Radicalization Act,237,3,0,6,165,12,0,11,0,0,0,0,
R,114,2nd,334,H R 5525,On Motion to Suspend the Rules and Pass,Failed,End Taxpayer Funded Cell Phones Act of 2016,206,7,0,33,1,136,0,51,0,0,0,0,
R,114,2nd,335,H R 5388,On Motion to Suspend the Rules and Pass,Passed,Support for Rapid Innovation Act 2016,211,4,0,31,140,0,0,48,0,0,0,0,
R,114,2nd,336,H R 5389,On Motion to Suspend the Rules and Pass,Passed,Leveraging Emerging Technologies Act of 2016,207,8,0,31,140,0,0,48,0,0,0,0,
R,114,2nd,339,MOTION,On Motion To Fix Next Convening Time,Passed,None,234,0,0,12,0,166,0,22,0,0,0,0,
R,114,2nd,34,H R 598,On Motion to Suspend the Rules and Pass, as Amended,Passed,Taxpayers Right-To-Know Act,236,0,0,9,177,0,0,11,0,0,0,0,
R,114,2nd,340,ADJOURN,On Motion to Adjourn,Passed,None,234,1,0,11,0,172,0,16,0,0,0,0,
R,114,2nd,341,H RES 797,On Agreeing to the Resolution,Passed,None,232,1,0,13,0,175,0,13,0,0,0,0,
R,114,2nd,342,H R 2577,On Agreeing to the Conference Report,Passed,Making appropriations for the Department of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016,233,2,0,11,6,169,0,13,0,0,0,0,
R,114,2nd,343,H RES 796,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 4768) Separation of Powers Restoration Act; providing for proceedings during the period from June 23, 2016, through July 4, 2016; and providing for consideration of motions to suspend the rules,231,0,0,15,1,168,0,18,0,0,0,0,
R,114,2nd,344,H RES 796,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 4768) Separation of Powers Restoration Act; providing for proceedings during the period from June 23, 2016, through July 4, 2016; and providing for consideration of motions to suspend the rules,230,0,0,16,0,168,0,19,0,0,0,0,
R,114,2nd,345,H RES 793,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 1270) to amend the Internal Revenue Code of 1986 to repeal the amendments made by the Patient Protection and Affordable Care Act which disqualify expenses for over-the-counter drugs under health savings accounts and health flexible spending arrangements,230,0,0,16,1,168,0,18,0,0,0,0,
